Source,Position,Faculty,PostingDate,Link,Description,DueDate
UF Job Board,Postdoctoral Associate,Duke University,2018-09-16,http://forms.stat.ufl.edu/statistics-jobs/entry/5089/?pagenum=5,"Department of Statistical Science The Department of Statistical Science at Duke University is hiring a Postdoctoral Associate to work under the primary direction of Professor David Dunson.  An emphasis will be on collaborations in cancer genomics, working with Professor Sandeep Dave, and on novel statistical methodology development.  Teaching opportunities will be available as desired.",2018-12-15
UF Job Board,"Assistant Professor in Statistics at the Department of Decision Sciences, Bocconi University, Italy.","Bocconi University, Department of Decision Sciences",2018-09-15,http://forms.stat.ufl.edu/statistics-jobs/entry/5088/?pagenum=5,"The Department of Decision Sciences at the Bocconi University (Milano, Italy) is an amazingly vibrant academic community, which consists of 27 Faculty members in the areas of Statistics, Probability and Machine Learning. The successful candidates will be expected to develop a strong publication record, broadly contribute to the academic life of the department and be effective teachers both at the undergraduate and graduate level.",2019-01-15
UF Job Board,Lecturer in Statistics (Tenure track),University of Otago,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5087/?pagenum=5,"The University of Otago is one of New Zealand’s largest and most research-intensive universities, currently in the top 1% in the QS World University ranking. It is a leader across all fields of academic endeavour regularly topping the New Zealand Tertiary Education Commission’s performance indicators. The University is located in the vibrant southern city of Dunedin, which is a gateway to the beautiful Otago region of New Zealand. The The University has four divisions, Science, Health Science (including schools of Medicine, Dentistry, Physiotherapy and Pharmacy), Commerce and Humanities. The Department of Mathematics and Statistics is within the Division of Sciences and maintains strong links with other departments and other Divisions through collaborative research and teaching. The successful applicant will participate fully in the Department’s research and teaching activities. They will be capable of teaching a range of our Statistics papers, from first-year to post-graduate, and will supervise postgraduate research students.Candidates will be expected to develop an independent and productive research programme. The University values research and research informed teaching, and teaching assignments and loads are structured accordingly. We encourage academics to establish and maintain international research collaborations, and we support this with generous research/sabbatical and conference leave.",2018-10-10
UF Job Board,Research Associate/Research Scientist,Center for Biostatistics in AIDS Research,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5085/?pagenum=5,"The Center for Biostatistics in AIDS Research (CBAR) is located within the Department of Biostatistics at the Harvard T.H. Chan School of Public Health. CBAR’s mission is to foster statistical science in clinical trials and other research studies in infectious diseases particularly HIV. CBAR pursues this mission by promoting innovative strategies for the design, data monitoring, analyses, and reporting of research studies, and by providing education and training relevant to statistical aspects of infectious disease research. The Department of Biostatistics at the Harvard T.H. Chan School of Public Health has an immediate opening in CBAR for a Ph.D.-level Research Associate or Research Scientist statistician to work in the AIDS Clinical Trials Group (ACTG) and other infectious diseases projects.The ACTG is a very large NIH-funded collaborative clinical trials network with an international research agenda focused on the treatment and cure of HIV infection and associated co-morbidities, particularly end organ diseases, tuberculosis and viral hepatitis. Successful applicant will join over 100 statisticians, epidemiologists and research staff collaborating on the design, monitoring, analysis and reporting of Phase I through Phase IV clinical trials, diagnostic studies and observational studies. Applicants should have the potential to take a leadership role in the ACTG and other infectious diseases projects, and the ability to: work as part of collaborative teams in designing, conducting and reporting results from clinical trials and observational studies; provide the statistical expertise for and lead the statistical work on studies including mentoring and supervising other staff; and develop a self-initiated research agenda related to their HIV and infectious diseases research projects. The position may include statistical methods research for someone with an appropriate background. This position provides an opportunity to be a leader in a new generation of statistician-trialists. This is a term appointment, renewable upon mutual consent.",NA
UF Job Board,Chairperson,University of Nebraska Medical Center,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5084/?pagenum=5,"University of Nebraska Medical Center The Department of Biostatistics at the University of Nebraska Medical Center (UNMC) College of Public Health is seeking outstanding candidates for the next chair of the department.RESPONSIBILITIESThe successful candidate will be responsible for providing leadership to the department in developing new programs, strengthening existing programs, developing the statistical methodology profile of the department, growing and maintaining collaborative relationships. In addition, this individual will administer the budget, coordinate teaching assignments, and evaluate/mentor department faculty and staff. This position is a 12-month appointment with administrative, teaching, research, and service responsibilities.",NA
UF Job Board,Tenure Track,Virginia Tech,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5083/?pagenum=5,"The Virginia Tech Department of Statistics (www.stat.vt.edu) invites applications for a tenure track faculty position in Statistics to begin in August 2019.  Appointment at the rank of assistant professor is preferred, but the associate level will be considered for exceptional candidates.  Requirements include a Ph.D. in statistics or a closely related field and a research focus in data analytics, statistical/machine learning, artificial intelligence, cyber analytics, data mining, stochastic modeling/inference, or any related branch of computationally intensive statistical methods.This position is part of a major emphasis on statistics, including computational modeling, data science and analytics, and empirical decision making and is in support of the Computational Modeling and Data Analytics (CMDA) program (www.ais.science.vt.edu/programs/cmda.html) at Virginia Tech. CMDA, a multi-department effort including not just Statistics but also the Departments of Mathematics and of Computer Science, represents an entirely new approach to training quantitative scientists, one that develops foundations for, knowledge of, and skills in computationally intensive techniques for modeling and inference.Successful applicants will have the opportunity to be key players in the creation of the university’s “Data Analytics and Decision Sciences” destination area (www.provost.vt.edu/destination-areas/da-overview/da-data.html).  He or she will also have the opportunity to work in the area of cyber analytics and cyber security, where Virginia Tech is leading the state of Virginia’s Cyber Initiative: https://vtnews.vt.edu/articles/2018/06/cyber-initiative.html.  This is a unique opportunity to help develop and grow a truly innovative approach to education and research.  Applications from researchers whose work and goals straddle traditional academic boundaries are especially encouraged. Expectations for this position include: developing and maintaining a visible and vigorous funded research program; providing effective instruction and advising to a diverse population of undergraduate and graduate students; continuing development of professional capabilities and scholarly activities; curriculum development; participation in department, academy, college, and university governance; and professional service. The faculty handbook (available at http://www.provost.vt.edu) provides a complete description of faculty responsibilities.",2018-11-30
UF Job Board,Churchill Professorship of Mathematics for Operational Research,University of Cambridge,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5082/?pagenum=5,"https://www.cam.ac.uk/ Standard professorial duties include teaching and research, examining, supervision and administration. The Professor will be based in Cambridge.",2018-12-03
UF Job Board,Computational Social Science Professor - Open Rank,New York University Abu Dhabi,2018-09-14,http://forms.stat.ufl.edu/statistics-jobs/entry/5081/?pagenum=5,"New York University has established itself as a Global Network University. The network has three foundational degree-granting campuses: New York, Abu Dhabi, and Shanghai, complemented by a network of eleven research and study-away sites across five continents. Our students are drawn from around the world and surpass all traditional recruitment benchmarks, both US and global. Our goal is to develop a cohort of international students attuned to and educated for an inclusive global society. Students and Faculty will circulate within the global network in pursuit of common research interests and the promotion of cross-cultural and interdisciplinary solutions for problems both local and global.Since its inception NYU Abu Dhabi has recruited a cohort of faculty who are distinguished in their research and teaching. NYU Abu Dhabi’s highly selective liberal arts enterprise is complemented by an institute for advanced research, sponsoring cutting-edge projects across the Arts, Humanities, Social Sciences, Sciences, and Engineering. The Institute will invest significant funds in creating a hub for research related to social, economic, and political development in the broader region; applications from candidates with an ambition to contribute to this agenda are especially welcome. The Social Science Division at New York University Abu Dhabi (NYUAD) is inviting applications for full time faculty positions in Computational Social Sciences, from senior scholars – at the rank of associate and full professors - and exceptional early career scholars.We encourage applications from all excellent candidates in any field answering social-science questions, as long as they have a strong focus on (big) data collection and visualization; data management and analysis techniques such as machine learning, text analysis, network science/analysis, spatial data analysis/GIS. All candidates should demonstrate important contributions to their area of research as evidenced e.g. by significant publications in top international academic journals and a history of acquiring third party funding, as well as the ability to mentor and collaborate with a group of junior social scientists.NYUAD expects successful candidates to continue to publish in high quality internationally refereed journals. The position features a standard teaching load of three courses per year. The terms of employment are very competitive and include generous start-up and on-going research funds, as well as housing subsidies and educational subsidies for children. Faculty may also spend an occasional semester at NYU New York and other sites of the Global Network, engaging in both research and teaching activities.The review of applications will occur on a rolling basis. Shortlisted candidates will be invited for campus visits to NYU Abu Dhabi throughout the 18/19 Academic Year. We anticipate that successful candidates will start employment on August 15, 2019, subject to final budget approval.",NA
UF Job Board,UCLA Faculty Searches,UCLA Statistics,2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5080/?pagenum=5,"UCLA Statistics8125 Math Sciences BuildingBox 951554Los Angeles, CA  90095 Open-ranked faculty position (tenured or tenure track) and Assistant Professor faculty position (tenure track) in the Department of Statistics at the University of California, Los Angeles. We seek outstanding applicants contributing to the cutting edge development of theoretical statistics, general statistical methodology or computational statistics.We welcome applicants whose experience in research, teaching and service have prepared them to contribute to UCLA’s commitment to excellence and diversity.",2018-10-14
UF Job Board,"Post-Doctoral Research Fellow, Statistical Genetics",Fred Hutchinson Cancer Research Center,2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5079/?pagenum=5,"Cures Start Here. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams of world-renowned scientists seek new and innovative ways to prevent, diagnose and treat cancer, HIV/AIDS and other life-threatening diseases. Fred Hutch’s pioneering work in bone marrow transplantation led to the development of immunotherapy, which harnesses the power of the immune system to treat cancer. An independent, nonprofit research institute based in Seattle, Fred Hutch houses the nation’s first cancer prevention research program, as well as the clinical coordinating center of the Women’s Health Initiative and the international headquarters of the HIV Vaccine Trials Network. Careers Start Here. James Dai’s research group seeks a post-doctoral fellow in statistical genetics and genomics.The fellow will work closely with James Dai and other group members to develop statistical methodologies and computational algorithms in the areas of genetic epidemiology, cancer genetics, epigenetics and genomics. He or she will lead manuscript writing in statistics and genetics, and present methods and discoveries in meetings and conferences. The fellow will also engage with collaborators in epidemiology, genomics and medicine,  providing statistical consultation and technical support.",NA
UF Job Board,Tenure-Track Faculty,Harvard University,2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5078/?pagenum=5,"The Department of Statistics invites applications for a tenure-track professor for the 2019-2020 academic year. We seek strong candidates in any field of statistics and probability as well as in any interdisciplinary areas where the innovative and principled use of statistics and/or probability is of vital importance.We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions or any other characteristic protected by law The tenure-track professor will be responsible for teaching at the undergraduate and graduate levels.",2018-12-01
UF Job Board,Tenure-Track Assistant Professor Position in Statistics,Kansas State University,2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5077/?pagenum=5,"The Department of Statistics at Kansas State University was founded in 1959 and offers BS, MS, and PhD degrees. It has 15 full-time faculty members with research interests covering a wide range of topics in both theory and applications. The department encourages and values interdisciplinary research and collaboration with faculty in biology, the engineering and physical sciences, veterinary medicine, animal science, nutrition and kinesiology, agricultural sciences and other departments across campus. These research opportunities are also enhanced by the existence of multi-disciplinary research institutes and centers, such as the Institute of Computational Comparative Medicine, the Nanotechnology Innovation Center, the Ecological Genomics Institute, the Kansas Lipidomics Research Center, the Konza Prairie Biological Station and K-State Research and Extension. Additional university initiatives include the Global Food Systems and Big Data. It is also worth to mention that the National Bio and Agro-defense Facility (or NBAF), the United States' foremost animal disease research facility, will be operational in Manhattan, KS by 2022-2023.Currently, there are about 70 graduate students, about two thirds of whom are working toward a PhD in Statistics. The majority of graduate students are supported with teaching or research assistantships. For more information about the Department of Statistics, please see www.ksu.edu/stats. The Department of Statistics at Kansas State University seeks to hire a tenure-track Assistant Professor beginning Fall, 2019.Responsibilities include building a strong research program in Statistics and/or Data Science that may include interdisciplinary research, teaching and developing undergraduate and graduate courses in statistics, advising undergraduate research projects, mentoring MS and PhD students in Statistics, and serving on departmental or college committees.Candidates conducting research in all areas of Statistics the  Data Science will be given full consideration. Those with a demonstrated research expertise in statistical education, computational statistics or data science are especially encouraged to apply.",NA
UF Job Board,Assistant Professor of Statistics and Mathematics.,Juniata College,2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5076/?pagenum=5,"Juniata College, a nationally ranked liberal arts college of 1600 students located in the scenic Allegheny Mountains of central Pennsylvania, invites applications for the tenure-track position of Assistant Professor of Statistics and Mathematics to begin August 2019. The teaching load in the Department of Mathematics is three courses per semester. Professional development at Juniata includes research in statistics or mathematics, consulting, and the scholarship of teaching and learning. The Department graduates 10-12 students per year, many of whom have interdisciplinary interests. There is a new secondary emphasis (minor) in Data Science with 5-10 students per year, and there are plans to begin a program of emphasis (major) soon. The successful candidate will contribute to the development of the data science program. Juniata College has a history of interdisciplinary collaborations between faculty and students for research and teaching. Additional information on the College, the Department, and its facilities is available at http://www.juniata.edu.",2018-11-01
UF Job Board,Teaching-track Professor,"Department of Statistics & Data Science, Carnegie Mellon University",2018-09-13,http://forms.stat.ufl.edu/statistics-jobs/entry/5075/?pagenum=5,"Applications are invited for the position(s) of Teaching Professor, rank (Assistant, Associate, or Full) to be determined. The Department of Statistics & Data Science at Carnegie Mellon University (www.stat.cmu.edu) is seeking candidates with a passion for Statistics and a desire to make a significant impact on both the Department’s research and educational missions. We are looking for a candidate who will develop into a creative and effective teacher to contribute to our thriving, modern undergraduate and graduate programs. A successful candidate will be expected to have strong teaching skills, to demonstrate a thoughtful approach to statistical pedagogy, and to engage deeply in the field of Statistics through research or other means. We welcome applicants from all areas of statistics.The Department of Statistics & Data Science at Carnegie Mellon University is world-renowned for its contributions to research on statistical theory, methods, and collaborative applied research. Current collaborative research by our faculty is helping to make fundamental advances in neuroscience, cosmology, networks, finance, genetics, public policy, high-dimensional inference, and theory and methods at the intersection of statistics and machine learning. We are also widely recognized for advancing the teaching of Statistics and for the excellence of our undergraduate program, with a large number of undergraduate majors and popular joint undergrad programs in statistics and economics, and statistics and machine learning. We also have two successful Master's programs and a thriving Ph.D. program that attracts outstanding students from around the world.Our faculty members are recognized internationally for their expertise and have garnered many prestigious awards and honors. (For example, two current members of the faculty have been awarded the COPSS medal, the highest honor given by professional statistical societies.) At the same time, the faculty is firmly dedicated to undergraduate education. The entire faculty, junior and senior, teach courses at all levels. The faculty are accessible and are committed to involving undergraduates in research. The Department augments all these strengths with a friendly, energetic working environment and exceptional computing resources.Carnegie Mellon University is an equal opportunity employer and is committed to increasing the diversity of its community on a range of intellectual and cultural dimensions. Carnegie Mellon welcomes faculty applicants who will contribute to this diversity through their research, teaching and service, including women, members of minority groups, protected veterans, individuals with disabilities, and others who would contribute in different ways. Teaching faculty positions at Carnegie Mellon are unusual in the high level of both flexibility and possible career advancement they offer. This position emphasizes the Department’s educational mission (teaching, student advising, curriculum development, and supervising collaborative research projects) but also involves research and/or administrative activities. Teaching load is typically two classes per semester, but varies depending on the faculty member’s role in advising and curriculum design. Faculty are also encouraged to engage in research or other activities that contribute to the field or to society at large. This is a faculty position with a long-term career trajectory and substantial opportunities for professional development.",2018-10-05
UF Job Board,"Assistant Professor, Clinician-Educator or Tenure Track",University of Pennsylvania,2018-09-12,http://forms.stat.ufl.edu/statistics-jobs/entry/5074/?pagenum=5,"The University of Pennsylvania, founded by Benjamin Franklin, is a world-class research institution, located near the heart of Philadelphia.  All of Penn’s 12 schools are located within walking distance of one another. Penn’s Perelman School of Medicine is one of the top ranked medical schools in NIH funding. We seek candidates who embrace and reflect diversity in the broadest sense. The University of Pennsylvania is an affirmative action/equal opportunity employer. Minorities/Women/Individuals with disabilities/Protected Veterans are encouraged to apply. The Department of Biostatistics, Epidemiology, and Informatics at the Perelman School of Medicine at the University of Pennsylvania seeks candidates for several Assistant Professor positions in either the non-tenure clinician-educator track or the tenure track. Responsibilities include research and teaching. Candidates with experience in health services research, clinical research, and/or translational science are especially encouraged to apply. Candidates are expected to have a strong commitment to teaching. Primary teaching responsibilities include participation in departmental PhD and MS training programs.",NA
UF Job Board,"Associate or Full Professor, Clinician-Educator or Tenure Track",University of Pennsylvania,2018-09-12,http://forms.stat.ufl.edu/statistics-jobs/entry/5073/?pagenum=5,"The University of Pennsylvania, founded by Benjamin Franklin, is a world-class research institution, located near the heart of Philadelphia.  All of Penn’s 12 schools are located within walking distance of one another. Penn’s Perelman School ofMedicine is one of the top ranked medical schools in NIH funding. We seek candidates who embrace and reflect diversity in the broadest sense. The University of Pennsylvania is an affirmative action/equal opportunity employer.  Minorities/Women/Individuals with disabilities/Protected Veterans are encouraged to apply. The Department of Biostatistics, Epidemiology, and Informatics at the Perelman School of Medicine at the University of Pennsylvania seeks candidates for several Associate or Full Professor positions in either the tenure track or the non-tenure clinician-educator track. Responsibilities include a senior leadership role for Data Coordinating Centers (DCCs) for multicenter clinical research networks. Candidates for either track are expected to have a strong commitment to teaching. Primary teaching responsibilities include participation in biostatistics PhD and MS training programs, as well as biostatistics courses in epidemiology, health policy, medical and translational sciences programs to monitor patients in order to identify possible warning signs of relapse.",NA
UF Job Board,Research Fellow,BWH/ HMS Division of Pharmacoepidemiology & Pharmacoeconomics (DoPE),2018-09-12,http://forms.stat.ufl.edu/statistics-jobs/entry/5072/?pagenum=5,"MissionThe appropriate use of medications is a central aspect of health care. Each year, basic science research and biotechnology produce new treatments which hold the promise of major clinical benefit. However, these interventions also carry risks which must be rigorously measured and evaluated against the treatment’s efficacy. Drugs are also a growing component of health care expenditures, and more attention is being drawn to the relation between the costs of medication and their benefits.In 1998, the BWH Department of Medicine created the Division of Pharmacoepidemiology and Pharmacoeconomics to facilitate a wide range of activities related to the use and outcomes of medications, addressed from a variety of interdisciplinary perspectives. Its mission is to bring together the various specialties of medicine, epidemiology, biostatistics, health services research, and the social sciences to evaluate the effectiveness of existing and new prescription drugs in relation to their risks and costs; to study how medications are used by physicians and patients; and to develop methods to optimize prescription drug use.Research goalsUsing very large populations of patients, study the use of specific medications and clinical outcomes to identify and quantify adverse events and desired clinical outcomes;Develop advanced methods in epidemiology, biostatistics, and informatics to detect and evaluate important signals of potential drug safety problems, as well as to compare the therapeutic results of alternative treatment strategies;Define patterns of medication prescribing by physicians, and use (compliance) by patients;Analyze the influence of health system factors (policies, coverage and reimbursement differences) on the quality of medication use;Design, implement, and test innovative programs to improve the appropriateness of prescribing by physicians, and medication use by patients.Unique attributesThe Division brings together clinicians with a variety of clinical backgrounds (e.g., primary care, geriatrics, rheumatology, cardiology, nephrology), with the skills of quantitative science (e.g., epidemiology, biostatistics) and other relevant disciplines (e.g., health policy, law, computer science, decision analysis, social science). Most division faculty have advanced degrees in several of these fields, providing a rich interdisciplinary environment for the study of medication use and outcomes. The group has developed advanced relational databases of all drug exposures and clinical encounters for several million patients, and has research relationships with governmental and private-sector insurers that provide access to several million others. Data are hosted and analyzed on an extensive network of secure computers with 10 terabytes of storage capacity.Areas of excellenceIn its first 10 years of existence, the Division has become known internationally as a center of excellence in pharmacoepidemiology research; its faculty have generated over 300 papers in the medical literature on drug risks, benefits, cost, and policy. It has become a major training site for doctoral and post-doctoral students from the Harvard School of Public Health, other Harvard graduate programs, and advanced trainees from other universities all over the world. It is the primary university site collaborating with the nation’s largest health insurer and the largest pharmacy company, and has developed research relationships with several Fortune 500 employers to analyze or perform intervention studies on their medication benefit programs.Major accomplishments of Division facultyDevelopment of new methodologies for computer-intensive analysis of very large datasets of prescriptions and clinical encounters to identify drug risks;Quantification of the risk of adverse events following use of specific drugs or drug classes (e.g., statins, biologics, anti-Parkinsonian agents);Evaluation of government policies affecting medication use to define their clinical and economic consequences;Definition of important confounders that can distort the results of observational studies of drug effects;Elucidation of the prevalence and predictors of poor adherence to prescribed regimens (non-compliance);Creation, implementation, and evaluation of educational outreach programs (“academic detailing”) to improve prescribing in primary care, teaching hospitals, and nursing homes;Assessment of the cost-effectiveness of particular medications and drug-use strategies;Implementation of a randomized controlled trial of changes in drug coverage policies in thousands of patients, to measure effects on compliance and clinical outcomes;Analyses of the effects of intellectual property law on the development, utilization, and costs of medications. Reports To: Principal Investigator and Division AdministratorGENERAL SUMMARY/ OVERVIEW STATEMENT:Under the supervision of the P.I., the postdoctoral fellow develops and applies sophisticated statistical methodology to the study of medications from large healthcare databases, including health insurance claims and electronic health records (EHR). Opportunities for both methodological and applied epidemiological research are possible. Areas of interest include but are not limited to: 1) missing data in studies of comparative safety and effectiveness from EHR, 2) marginal structural models applied to claims and EHR, 3) methods for treatment effect heterogeneity, 4) machine learning methods for prediction applied to healthcare databases. The fellow is anticipated to receive or has a PhD in statistics, biostatistics, epidemiology, or a related field with sufficient statistical training. The fellow works under the supervision of one or more faculty mentors in the institution and is encouraged to publish the results of his or her research during the appointment period. The fellow will receive training in epidemiology, biostatistics, and implementation research and will receive professional development and mentorship during the appointment period. The appointment is time limited, and should be for a term of no longer than 2 years.PRINCIPAL DUTIES AND RESPONSIBILITIES:Develop and evaluate methodology for large healthcare databases.Develop software to support research activities.Collaborate with epidemiological and clinical colleagues on applied studies with high methodological interest.Contribute to scientific publications, reports, and presentations.",NA
UF Job Board,Tenure-track position in Health Policy Statistics,Johns Hopkins University,2018-09-12,http://forms.stat.ufl.edu/statistics-jobs/entry/5071/?pagenum=5,"The Department of Health Policy and Management at the Johns Hopkins Bloomberg School of Public Health is a large department with nearly 70 full-time faculty offering training at the masters and doctoral levels in a diverse spectrum of areas such as health services research, health and public policy, health economics, bioethics, health leadership and management, and social policy. The Department is home to 15 Centers and Institutes focused on a range of public health issues including health disparities, gun policy, public health law, mental health and addiction policy, injury prevention, population health informatics, and others. The Department’s faculty work closely with faculty and students from across the School of Public Health, including the top-ranked Department of Biostatistics. The Department of Health Policy and Management at the Johns Hopkins Bloomberg School of Public Health has an opening for a full-time, 12-month faculty position for a policy-oriented statistician (open rank; Assistant, Associate, or Full Professor). Applicants for this tenure track position should have a Ph.D. with graduate training in statistics, biostatistics, or a related field and an interest in the development and application of statistical methods to health policy and/or health services research. A strong interest in graduate-level advising, mentoring, and teaching in applied statistics in a policy context is required. The ideal candidate will have demonstrated capabilities and/or potential in developing an externally-funded research program and a track record of peer-reviewed publication. A close linkage with the School’s Department of Biostatistics is envisioned by both departments. Linkages with other Departments are also possible depending on candidate background and interests.  Rank will be commensurate with qualifications and experience.",2018-11-15
UF Job Board,Tenure-track Faculty in Statistics at SUNY Korea,SUNY Korea,2018-09-11,http://forms.stat.ufl.edu/statistics-jobs/entry/5070/?pagenum=5,"SUNY Korea is a global campus of Stony Brook University (SBU) and the State University of New York, offering degree programs from SBU’s College of Engineering and Applied Sciences (CEAS) and College of Business. SUNY Korea is part of the Songdo Global University Campus, which is shared with a number of leading universities worldwide. Songdo is a new town in close proximity to the Incheon International Airport, about 1 hour from Seoul. Korean and foreign high-tech firms have already located in Songdo, and relationships with industry are excellent. SUNY Korea provides its students with an American university experience in Korea with instruction in English. Its student body is international. The faculty member will teach courses each semester (in areas of statistics or applied mathematics), conduct research and participate in department activities at SUNY Korea.",NA
UF Job Board,Tenure-Track Assistant Professor Position in Statistics,Utah State University,2018-09-11,http://forms.stat.ufl.edu/statistics-jobs/entry/5069/?pagenum=5,"The Department of Mathematics and Statistics at Utah State University invites applications for an academic-year (9-month), tenure-track Assistant Professor position in statistics, to begin August 2019. The position involves academic research (50%), teaching (45%) to graduate and undergraduate classes as well as advising/mentoring graduate and undergraduate students, and service (5%) to the academic community.  By the start date, candidates must have a Ph.D. in statistics, data science, biostatistics, or a closely related field, and must demonstrate strong potential for excellence in both research and teaching. We are particularly interested in candidates with research interests in any area of statistics or biostatistics, including software development.The Department of Mathematics and Statistics is especially interested in candidates who can contribute to an environment of diversity and excellence through their research, teaching, and service.  USU is an Equal Opportunity, Affirmative Action employer.  Women, under-represented minorities, veterans, and candidates with disabilities are strongly encouraged to apply.USU has 10 tenured / tenure-track faculty and 4 lecturers in statistics, and offers both Master’s and Doctoral degrees. Statistical research at USU is enhanced by collaborative opportunities with USU’s many research centers, including the Ecology Center, Center for Integrated BioSystems, Center for Epidemiologic Studies, Center for Advanced Nutrition, Center for Persons with Disabilities, Center for Atmospheric and Space Sciences, and Utah Climate Center.  Utah State University is classified by the Carnegie Foundation as a research institution with high research activity, and USU researchers were awarded more than $230 million in extramural funding during 2017.  USU’s Research Office makes significant investments in faculty development, including startup packages, faculty seed grants, and proposal development assistance.The USU campus is nestled in a mountain valley 80 miles north of Salt Lake City. Opportunities for a wide range of outdoor activities are plentiful. Housing is at or below national average costs, and Cache Valley provides a supportive environment for families. USU offers competitive salaries and outstanding medical, retirement and professional benefits: www.usu.edu/hrUSU NOTICE OF NONDISCRIMINATIONIn its programs and activities, Utah State University does not discriminate based on race, color, religion, sex (including sexual harassment, pregnancy, childbirth, or pregnancy-related conditions), national origin, age, genetic information, sexual orientation or gender identity/expression, disability, status as a protected veteran, or any other status protected by university policy or local, state, or federal law. The following person has been designated to handle inquiries regarding non-discrimination policies:USU Title IX CoordinatorAffirmative Action/Equal Opportunity Directortitleix@usu.eduOld Main Rm. 161435-797-1266aaeo.usu.edu/non-discriminationFor further information on notice of non-discrimination:U.S. Department of EducationOffice for Civil Rights303-844-5695OCR.Denver@ed.gov The position will be approximately 50% research, 45% teaching, and 5% service.  The candidate is expected to develop a vibrant research program, to pursue external funding, to advise graduate students, and to teach a variety of courses from the undergraduate to the graduate level.",2018-10-10
UF Job Board,Statistical Genetic Analyst II,"Vanderbilt University School of Medicine, TN",2018-09-11,http://forms.stat.ufl.edu/statistics-jobs/entry/5068/?pagenum=5,"The Vanderbilt Genetics Institute (VGI) at Vanderbilt University School of Medicine was established to foster scientific interactions at the clinical, molecular, and analytical levels by providing state-of-the-art resources to Vanderbilt scientists involved in genetic and genomic research. VGI is uniquely positioned to enable translational discoveries due to the enormous university-wide investments in biomedical informatics and precision medicine. These investments are exemplified by BioVU, a biobank of genetic material containing over 225k patient samples and Vanderbilt’s lead role in the President’s Precision Medicine Initiative. Our school is committed to the principles of equal opportunity for employment. We are seeking for applicants for the Biostatistician II position at the Vanderbilt Genetics Institute. The Ng lab focus on studies of the genetic architecture of cardiometabolic diseases such as type 2 diabetes, diabetic nephropathy, obesity and cardiovascular diseases, and have particular interest in admixed population of African ancestry. We collaborate extensively with national and international consortia. Projects include genome-wide associations, whole exome/genome sequencing, gene-gene and gene-environment interactions, and metabolomics studies.The successful candidate will have opportunity to work on large-scale consortium datasets, and the EHR-linked Vanderbilt Biobank (BioVU) and the Million Veteran Program (MVP). He/she will work in a team environment with supervision. He/she will apply existing genetics and statistical tool and/or develop new methods such as machine learning to analyze data from these studies. He/she will provide statistical expertise in study design, manage databases, prepare and implement analysis plan, summarize and present results for written reports and oral presentations, and assist in manuscript and grant writing.",2018-12-31
UF Job Board,Postdoctoral Research Fellow,"Vanderbilt University School of Medicine, TN",2018-09-11,http://forms.stat.ufl.edu/statistics-jobs/entry/5067/?pagenum=6,"The Vanderbilt Genetics Institute (VGI) at Vanderbilt University School of Medicine was established to foster scientific interactions at the clinical, molecular, and analytical levels by providing state-of-the-art resources to Vanderbilt scientists involved in genetic and genomic research. VGI is uniquely positioned to enable translational discoveries due to the enormous university-wide investments in biomedical informatics and precision medicine. These investments are exemplified by BioVU, a biobank of genetic material containing over 225k patient samples and Vanderbilt’s lead role in the President’s Precision Medicine Initiative. Our school is committed to the principles of equal opportunity for employment. We are seeking for applicants for the Postdoctoral Research Fellowship at the Vanderbilt Genetics Institute. The Ng lab focus on studies of the genetic architecture of cardiometabolic diseases such as type 2 diabetes, diabetic nephropathy, obesity and cardiovascular diseases, and have particular interest in admixed population of African ancestry. We collaborate extensively with national and international consortia. Projects include genome-wide associations, whole exome/genome sequencing, gene-gene and gene-environment interactions, and metabolomics studies.The successful candidate will have opportunity to work on large-scale consortium datasets, and the EHR-linked Vanderbilt Biobank (BioVU) and the Million Veteran Program (MVP). He/she will work in a team environment . He/she will apply existing genetics, statistics and bioinformatics tool and/or develop new methods such as machine learning to analyze data from these studies. A primary role will be contributing to the design, implementation, manuscript preparation of research projects and assist grant writing.",2018-12-31
